cond,cue,colcond,pside,subid,stimcol1,stimcol2,cuecol,probedcol,pcol,delay1,delay2,trialnum,block,ori1,ori2,targori,nontargori,pstartang,DT,CT,resp,ITI,arraytrig,cuetrig,prbontrig,moveontrig,moveofftrig,confontrig,confmovontrig,confmovofftrig,fbtrig,clickresp,confDT,confclicked,confCT,confang,DialConfInterv
0,0,1,0,1,2,1,0,2,2,1,1,225,8,157,53,157,53,102,1.03978068406,2.38977102461,165,[ 1.7],1,11,21,31,41,51,61,71,76,1,1.61947920726,1,2.41001319273,153.0,1.4
0,0,0,0,1,1,2,0,1,1,1,1,226,8,21,146,21,146,106,1.38972866127,3.38965985839,7,[ 1.9],1,11,21,31,41,51,61,71,76,1,1.4595146122,1,2.16010911115,18.0,1.0
0,0,0,1,1,1,2,0,2,2,1,1,227,8,127,83,83,127,110,0.749784052094,2.16981001692,68,[ 1.9],1,12,22,32,42,52,62,72,77,1,1.91938165138,1,2.89992876348,83.0,1.4
0,0,1,1,1,2,1,0,1,1,1,1,228,8,108,56,56,108,4,0.759828371363,2.17979034049,57,[ 1.8],1,12,22,32,42,52,62,72,77,1,1.64946434403,1,2.82000234951,68.0,1.3
0,0,1,1,1,2,1,0,1,1,1,1,229,8,101,47,47,101,17,1.64970951063,2.97966709621,59,[ 1.7],1,12,22,32,42,52,62,72,77,1,0.569644890003,1,1.57015234881,74.0,1.4
0,0,1,1,1,2,1,0,1,1,1,1,230,8,130,154,154,130,107,0.899865969583,2.33980150519,164,[ 1.6],1,12,22,32,42,52,62,72,77,1,0.619693427581,1,1.58021529593,152.0,1.2
1,1,1,1,1,2,1,1,1,0,1,1,231,8,67,11,11,67,75,0.889764264504,2.27972186811,167,[ 1.8],2,14,24,34,44,54,64,74,79,1,0.469746712259,1,1.39026856859,130.0,1.3
1,1,0,1,1,1,2,2,2,0,1,1,232,8,38,37,37,38,76,1.63973729919,2.90976276827,20,[ 2.],2,14,24,34,44,54,64,74,79,1,0.979555629532,1,1.85014822664,34.0,1.0
1,1,1,0,1,2,1,2,2,0,1,1,233,8,42,103,42,103,31,1.75969226785,3.02969820773,42,[ 1.7],2,13,23,33,43,53,63,73,78,1,0.719569972982,1,2.16010220082,11.0,1.0
0,0,0,1,1,1,2,0,2,2,1,1,234,8,122,41,41,122,124,1.67965348586,3.32960575949,124,[ 1.5],1,12,22,32,42,52,62,72,77,1,0.499576817216,1,2.05005034027,176.0,1.2
1,1,0,0,1,1,2,1,1,0,1,1,235,8,92,32,92,32,175,0.719869220444,2.60982156619,91,[ 2.],2,13,23,33,43,53,63,73,78,1,1.01958778962,1,2.06003937688,106.0,1.3
0,0,0,0,1,1,2,0,1,1,1,1,236,8,38,166,38,166,46,0.789838445427,2.04982740692,25,[ 1.8],1,11,21,31,41,51,61,71,76,1,0.54963466872,1,1.54024953513,43.0,1.5
0,0,0,1,1,1,2,0,2,2,1,1,237,8,40,86,86,40,46,0.959784866311,2.55974268323,102,[ 2.],1,12,22,32,42,52,62,72,77,1,0.529633460914,1,1.27015346047,122.0,1.4
1,1,0,1,1,1,2,2,2,0,1,1,238,8,22,104,104,22,77,0.569876536383,1.7998803611,105,[ 1.9],2,14,24,34,44,54,64,74,79,1,0.40962501228,1,1.55007873273,120.0,1.0
0,0,0,0,1,1,2,0,1,1,1,1,239,8,87,53,87,53,106,0.759839187538,2.22981994977,76,[ 2.],1,11,21,31,41,51,61,71,76,1,0.659688331962,1,1.38013501589,93.0,1.5
0,0,1,0,1,2,1,0,2,2,1,1,240,8,93,148,93,148,107,0.689838114933,2.0298748719,94,[ 1.7],1,11,21,31,41,51,61,71,76,1,1.06965165011,1,2.08004629322,101.0,1.3
1,1,1,0,1,2,1,2,2,0,1,1,241,8,164,124,164,124,12,0.499892889839,1.73996567067,170,[ 2.],2,13,23,33,43,53,63,73,78,1,0.599648354184,1,1.56021619127,163.0,1.2
